Afferenet,animal,cell,treatment,treatment_text,treatment_class,Cancer,Chemotherapy,note,#NAME?,autoClass,manualClass,Trial#,TrigStart.R,ms.F,Dyn.pfr,Stat.mSfr,Stat.afr,Stat.HzSTD,Stat.HzEnd,Dyn.IB,Thr.T,Thr.F,Thr.L,Stat.LSpkT,Stat.LSpkF,Dyn.spkNum,Stat.spkNum,Dyn.DI,Dyn.slp,Stat.slp,,TrigStart.Tri,ms.F1,Dyn.F,Dyn.pfr1,Dyn.pfr3,Thr.T1,Thr.F1,Thr.L1,Thr.T3,Thr.F3,Thr.L3,Dyn.slp1,Dyn.slp3,Dyn.spkNum1,Dyn.spkNum3,Dyn.RDR,Dyn.IFRdrop
A17024-18-60-cell 4,A17024-18-60,-cell 4,1,WT,WT_II,0,0,,,II,II,,61.0895,17.8234675,153.8444,45.2911625,57.2806475,28.917105,34.449615,0,24.48,16.5917,0.4881555,980.26,97.9100425,10,47,108.553275,1305.179,-69.507975,,149.508,27.05091,242.7797,58.89282,52.4109,74.68,14.96235,0.298864,277.52,33.66914,1.078997,44.94179,77.29644,24,18,6,57.89397
A17024-18-60-cell 15,A17024-18-60,-cell 15,1,WT,WT_II,0,0,,,II,II,,67.7595,18.915225,156.5322,108.221475,113.1752,16.259455,99.45166,0,5.945,9.8532235,0.118423,999.57,123.328675,15,110.25,48.3107125,769.13025,-36.11975,,135.793,33.42,327.2647,146.1988,135.5014,7.32,5.433723,0.05573,124.54,10.75177,0.461193,121.0534,167.9336,80,57,23,9.586809
A17024-18-60-cell 16,A17024-18-60,-cell 16,1,WT,WT_II,0,0,,,II,II,,42.3135,13.6792425,107.33004,53.8750225,62.90966,23.0127375,45.93763,0,19.985,14.4990225,0.395634,993.375,94.1618775,7,55.5,53.455005,881.677025,-54.677625,,145.235,18.62612,295.6899,185.1852,203.252,20.48,8.360737,0.089895,343.32,50.19138,1.41324,179.6974,413.7101,34,30,8,-9.59957
A17024-18-60-cell 19,A17024-18-60,-cell 19,1,WT,WT_II,0,0,,,II,II,,42.1225,11.2168925,95.656405,64.6818525,67.5935425,20.7256525,54.53535,0,4.87,9.1526225,0.09242675,997.88,83.1833025,11,63,30.9745525,160.0702,-29.553475,,8.84,9.876,91.95,73.09942,65.876,4.52,1.763795,0.008364,147.66,7.40179,0.29139,42.44,94.5293,55,22,33,34.49939
A17024-18-60-cell 23,A17024-18-60,-cell 23,1,WT,WT_II,0,0,,,II,II,,39.8875,13.043735,134.412975,83.1403275,87.8827175,15.9896125,75.6983425,0,8.53,11.32231,0.155426,995.09,91.4877525,11,83.75,51.2726425,891.23825,-43.7157,,7.855,12.35538,105.8059,110.3753,100.4016,21.36,5.419651,0.099838,327.94,21.33578,1.30101,122.4417,169.4054,49,30,19,17.15043
A17024-18-61-cell 4,A17024-18-61,-cell 4,3,Pirc,Pirc_II,1,0,,,II,II,,47.0475,15.8561075,110.65215,64.4689825,70.81557,13.90311,56.212915,0,14.135,10.8597925,0.294629,994.035,83.83557,9.75,67,46.18319,871.5158,-41.123175,,193.925,10.10361,91.27517,85.91065,80.5153,34.64,7.672639,0.14724,254.16,14.98257,0.988744,107.1016,144.0743,36,24,12,18.43427
A17024-18-61-cell 17,A17024-18-61,-cell 17,3,Pirc,Pirc_II,1,0,,,II,II,,56.1105,9.37377175,263.8459,119.81062,150.31995,38.3616575,112.89725,0,7.835,10.2153065,0.15736575,1000.725,73.0424025,18.75,139,144.035325,1712.35475,-106.495,,7.792,10.09995,86.489,181.1594,160.2564,10.08,3.516944,0.035681,168.52,8.441659,0.641549,186.7182,257.2137,70,45,25,26.83843
A17024-18-61-cell 18,A17024-18-61,-cell 18,3,Pirc,Pirc_II,1,0,,,II,II,,61.5035,11.451435,82.006115,43.8688825,48.6897875,12.0799025,33.713685,0,6.96,10.519948,0.134564,989.68,79.03936,9,44.75,38.137235,496.92615,-36.7073,,14.178,10.01943,86.65757,57.47126,53.24814,25.48,5.407693,0.104071,435.74,29.52312,1.755934,66.6229,133.9231,27,13,14,18.25706
A17024-18-62-cell 15,A17024-18-62,-cell 15,3,Pirc,Pirc_II,1,0,,,II,II,,41.1855,11.9224825,104.823875,62.8172175,68.0387475,12.933515,53.61219,0,6.92,11.022195,0.14037375,995.79,82.0032375,11,64.25,42.0066625,543.2062,-38.135025,,7.579,8.775689,82.61762,74.73842,68.87052,12.36,4.332338,0.045261,170.26,8.078007,0.651897,46.42852,80.57292,44,27,17,15.21461
A17024-18-62-cell 16,A17024-18-62,-cell 16,3,Pirc,Pirc_II,1,0,,,II,II,,40.4565,10.8119075,106.33585,61.5159225,66.5733375,12.8625575,53.4489925,0,9.41,11.4361975,0.19159,995.085,77.11239,9.25,63,44.8199325,859.915625,-37.0242,,198.242,9.422929,101.463,85.91065,75.75758,15.98,6.071378,0.064651,260.82,19.46559,1.014254,90.22616,129.1636,40,25,15,20.0345
A17024-18-62-cell 18,A17024-18-62,-cell 18,3,Pirc,Pirc_II,1,0,,,II,II,,59.3005,15.8955475,113.8536,68.7013225,73.1653825,12.17297,61.430765,0,11.83,15.4046475,0.23260725,997.37,91.04586,9.5,70,45.1522725,855.57965,-33.68465,,211.699,9.492047,100.9987,89.60574,83.75209,27.9,8.969025,0.112337,173.98,12.78918,0.702471,93.48594,129.8677,42,28,14,7.503929
A17024-18-62-cell 22,A17024-18-62,-cell 22,3,Pirc,Pirc_II,1,0,,,II,II,,63.5745,21.3189125,122.37215,78.5447125,84.1669625,14.31612,68.7874075,0,8.06,15.8405375,0.1599205,996.015,122.662925,11.25,80.5,43.8274575,823.212475,-43.94215,,200.923,11.37076,113.8124,89.12656,78.98894,22.98,9.625096,0.095095,250.96,19.32193,0.971919,88.23257,131.6172,44,26,18,10.3018
A17024-18-65-cell 2,A17024-18-65,-cell 2,1,WT,WT_II,0,0,,,II,II,,66.6915,20.26387,113.67605,63.5273675,69.0769525,14.660885,55.06355,0,7.685,12.2056275,0.15576125,994.515,116.44925,10,64.75,50.1487025,701.89515,-41.80935,,11.418,11.15266,97.54145,67.47638,60.82725,133.72,13.37935,0.535803,285.2,18.5017,1.121471,78.15811,102.6717,30,19,11,5.747988
A17024-18-65-cell 4,A17024-18-65,-cell 4,1,WT,WT_II,0,0,,,II,II,,40.3755,11.4695225,121.22655,75.174325,79.8296,14.1234025,66.8848425,0,5.705,9.577858,0.09612725,997.02,77.2592475,12.75,77,46.052225,376.8611,-39.976125,,199.148,11.89395,119.0622,98.61933,91.57509,8.72,4.440943,0.029786,78.06,4.309427,0.260265,64.74816,101.6312,54,38,16,21.45884
A17024-18-65-cell 6,A17024-18-65,-cell 6,1,WT,WT_II,0,0,,,II,II,,62.6815,11.69791,121.7923,46.325105,52.0047075,18.09303,38.0452975,0,14.215,14.7928375,0.25738675,989.795,140.730025,10,46.75,75.4672225,872.8113,-41.676225,,2.617,12.23064,122.382,69.15629,63.85696,145.44,16.43578,0.582831,89.26,6.337612,0.317,89.38186,111.7694,28,16,12,59.57605
A17024-18-65-cell 8,A17024-18-65,-cell 8,1,WT,WT_II,0,0,,,II,II,,108.3565,30.6053075,126.793775,63.759165,66.508825,14.4538925,46.347945,0,6.67,14.6818075,0.115239,995.345,229.1136,11.25,62.5,63.0346275,964.391175,-34.199975,,1.018,10.99169,110.1241,79.74482,73.74631,194.36,22.39285,0.784427,357.24,32.0611,1.411478,106.2975,184.3621,23,14,9,41.86603
A17024-18-65-cell 9,A17024-18-65,-cell 9,1,WT,WT_II,0,0,,,II,II,,123.2475,29.08689,140.91865,58.32448,64.464375,18.569585,51.1236525,0,7.055,13.9291525,0.126553,995.505,180.5748,14,59.5,82.5941875,878.414125,-42.187475,,7.843,9.924176,114.9321,102.8807,93.10987,60.6,11.08209,0.210275,262.24,23.42911,1.028612,109.9606,159.4269,48,27,21,58.67199
A17024-18-65-cell 10,A17024-18-65,-cell 10,1,WT,WT_II,0,0,,,II,II,,53.972,10.6232125,120.782375,74.2703675,80.013,12.9915775,67.0153775,0,4.92,3.78786675,0.04574225,995.575,75.76182,13.25,76.75,46.5120275,404.3899,-35.758525,,5.81,9.641773,96.25898,93.10987,87.26004,7.34,4.02114,0.039804,71.4,3.473761,0.259387,56.12827,164.3897,57,43,14,14.49352
A17024-18-65-cell 11,A17024-18-65,-cell 11,1,WT,WT_II,0,0,,,II,II,,31.171,12.33992,155.7632,78.24726,86.90014,21.72732,70.02801,0,6.82,11.89346,0.0966,1000.7,86.7136,10,81,77.51598,814.9045,-56.8797,,4.891,9.422009,101.9432,108.2251,102.2495,12.18,6.397723,0.051427,217.84,15.46411,0.842129,88.79654,133.3022,48,30,18,23.64886
